yelp_id,name,category,price_range,address,neighborhood,info,Claimed?,website,phone,working_hours,ratings,reviews,HasWebsite,first_review,last_review,permanently_closed,1_star,2_star,3_star,4_star,5_star,AvgLast_compound,AvgLast_star,AvgLast_subjectivity,Last_compound_coef,Last_compound_intrcpt,Last_star_coef,Last_star_intrcpt,Last_subjectivity_coef,Last_subjectivity_intrcpt,avg_reviews,avg_star,between,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,dollar_signs,Accepts Credit Cards,Good for Groups,Good for Kids,Takes Reservations,Outdoor Seating,Take-out,Delivery,Has TV,Attire,Parking,Alcohol,Noise Level,Wi-Fi,probability,ratings_notation,address1,address2
taco-burrito-los-three-ponchos-chicago,Taco Burrito Los Three Ponchos,Restaurants,Under $10,"3156 W Diversey Ave Chicago, IL 60647","Avondale, Logan Square","{'Take-out': 'Yes', 'Good for Groups': 'No', 'Attire': 'Casual', 'Alcohol': 'No', 'Outdoor Seating': 'No'}",0,,(773) 583-3798,{},2.0,1.0,0,2008-09-29 00:00:00,2008-09-29 00:00:00,0,0,0,0,0,0,,,,0.0,,0.0,,0.0,,,,b/t Troy St & Kedzie Ave,,,,,,,,,,,,,,,$,,No,,,No,Yes,,,Casual,,No,,,90%,2,3156 W Diversey Ave,"Chicago, IL 60647"
don-juan-restaurante-chicago-2,Don Juan Restaurante,Mexican,$11-30,"6730 N Northwest Hwy Chicago, IL 60631",Edison Park,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Android Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Street, Private Lot', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes'}",1,http://donjuanschicago.com/,(773) 775-6438,"{'Mon': ['11:00 am - 10:00 pm'], 'Tue': ['11:00 am - 10:00 pm'], 'Wed': ['11:00 am - 10:00 pm'], 'Thu': ['11:00 am - 10:00 pm'], 'Fri': ['11:00 am - 11:00 pm'], 'Sat': ['11:00 am - 11:00 pm'], 'Sun': ['12:00 pm - 9:00 pm']}",3.0,213.0,1,2005-07-15 00:00:00,2017-08-30 00:00:00,0,37,32,33,62,41,0.5125142857142857,2.8571428571428568,0.5884308215321871,-0.002014874048831491,0.6868008909382097,-0.0017425987956706105,3.007877652968365,0.0006818595106800725,0.5294499738583607,15.769230769230768,3.1853658536585368,b/t Oliphant Ave & Oshkosh Ave,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,12:00 pm - 9:00 pm,,,,,,,,$$,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Casual,"Valet, Street, Private Lot",Full Bar,Average,Free,90%,3,6730 N Northwest Hwy,"Chicago, IL 60631"
hachis-kitchen-chicago,Hachi’s Kitchen,"Sushi Bars, Japanese",$11-30,"2521 N California Ave Chicago, IL 60647",Logan Square,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Classy', 'Noise Level': 'Quiet', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Caters': 'Yes'}",0,http://www.hachiskitchen.com,(773) 276-8080,"{'Mon': ['6:00 pm - 10:00 pm'], 'Tue': ['6:00 pm - 10:00 pm'], 'Wed': ['6:00 pm - 10:00 pm'], 'Thu': ['6:00 pm - 10:00 pm'], 'Fri': ['6:00 pm - 10:00 pm'], 'Sat': ['6:00 pm - 10:00 pm'], 'Sun': ['5:00 pm - 9:00 pm']}",4.0,373.0,1,2005-11-23 00:00:00,2017-07-12 00:00:00,0,12,42,38,139,137,0.6650874999999999,3.75,0.5951913104256854,-0.003908983956267818,1.0330206148837084,-0.018814800976768385,5.520943141938324,-0.0012717624901959909,0.7148959548153829,28.30769230769231,3.9429347826086962,b/t Logan Blvd & Altgeld St,6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,6:00 pm - 10:00 pm,5:00 pm - 9:00 pm,,,,,,,,$$,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Casual,Street,Full Bar,Quiet,Free,90%,4,2521 N California Ave,"Chicago, IL 60647"
la-vita-restaurant-chicago,La Vita Restaurant,Italian,$11-30,"1359 W Taylor St Chicago, IL 60607",University Village,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'No', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'No'}",0,http://www.lavitarestaurant.com,(312) 491-1414,{},4.0,31.0,1,2005-07-11 00:00:00,2014-07-29 00:00:00,1,2,1,3,14,10,,,,0.0,,0.0,,0.0,,5.0,3.966666666666667,b/t Ada St & Loomis St,,,,,,,,,,,,,,,$$,Yes,Yes,No,Yes,No,Yes,No,No,Casual,Street,Full Bar,Average,No,90%,4,1359 W Taylor St,"Chicago, IL 60607"
prairie-fire-chicago,Prairie Fire,American (New),$11-30,"215 N Clinton St Chicago, IL 60661","Near West Side, West Loop","{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Valet, Street', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Classy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Has TV': 'Yes'}",0,http://www.prairiefirechicago.com,(312) 382-8300,{},3.5,128.0,1,2010-02-08 00:00:00,2012-12-13 00:00:00,1,5,21,32,42,27,0.2927,3.0,0.4983333333333333,0.0,0.2927,0.0,3.0,0.0,0.4983333333333333,42.333333333333336,3.5118110236220472,b/t Adams St & Lake St,,,,,,,,,,,,,,,$$,Yes,Yes,No,Yes,No,Yes,No,Yes,Casual,"Valet, Street",Full Bar,Average,,90%,3-half,215 N Clinton St,"Chicago, IL 60661"
meatball-hero-and-pasta-chicago,Meatball Hero & Pasta,"American (Traditional), Italian",Under $10,"3037 N Clark St Chicago, IL 60657",Lakeview,"{'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Lunch', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Waiter Service': 'No', 'Caters': 'Yes'}",1,http://www.meatballheroes.com/,(773) 348-3037,{},4.5,44.0,1,2015-07-08 00:00:00,2016-06-21 00:00:00,1,1,1,0,7,24,0.7954875,4.625,0.6104233341063698,0.0026427839665470964,0.6156130162768882,0.005912768547184725,4.222562190757239,-8.247052547812343e-05,0.6160364842467246,16.5,4.575757575757576,b/t Barry Ave & Wellington Ave,,,,,,,,,,,,,,,$,Yes,Yes,Yes,No,No,Yes,Yes,No,Casual,Street,No,Average,Free,90%,4-half,3037 N Clark St,"Chicago, IL 60657"
a-tavola-chicago,A Tavola,Italian,$31-60,"2148 W Chicago Ave Chicago, IL 60622","Ukrainian Village, West Town","{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'No', 'Attire': 'Dressy', 'Ambience': 'Intimate, Romantic', 'Noise Level': 'Quiet', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'Yes'}",1,http://www.atavolachicago.com,(773) 276-7567,"{'Mon': ['5:30 pm - 10:00 pm'], 'Tue': ['5:30 pm - 10:00 pm'], 'Wed': ['5:30 pm - 10:00 pm'], 'Thu': ['5:30 pm - 10:00 pm'], 'Fri': ['5:30 pm - 10:30 pm'], 'Sat': ['5:30 pm - 10:30 pm'], 'Sun': ['Closed']}",4.5,329.0,1,2005-07-20 00:00:00,2017-08-15 00:00:00,0,11,13,33,90,177,0.9145307692307691,4.307692307692308,0.5543889533384927,0.0001944437024175234,0.9007252663591248,0.013957526379057032,3.3167079347792585,0.0007993067329463306,0.4976381752993032,24.923076923076927,4.262345679012347,b/t Leavitt St & Hoyne Ave,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:00 pm,5:30 pm - 10:30 pm,5:30 pm - 10:30 pm,Closed,,,,,,,,$$$,Yes,No,No,Yes,Yes,Yes,No,No,Dressy,Street,Full Bar,Quiet,No,90%,4-half,2148 W Chicago Ave,"Chicago, IL 60622"
dmk-burger-bar-chicago,DMK Burger Bar,Burgers,$11-30,"2954 N Sheffield Ave Chicago, IL 60657",Lakeview,"{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Lunch, Dinner', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Loud', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Waiter Service': 'Yes', 'Drive-Thru': 'No', 'Caters': 'No'}",1,http://dmkburgerbar.com/,(773) 360-8686,"{'Mon': ['11:30 am - 11:00 pm'], 'Tue': ['11:30 am - 11:00 pm'], 'Wed': ['11:30 am - 11:00 pm'], 'Thu': ['11:30 am - 11:00 pm'], 'Fri': ['11:30 am - 12:00 am'], 'Sat': ['11:30 am - 12:00 am'], 'Sun': ['11:30 am - 12:00 am']}",4.0,1775.0,1,2009-11-11 00:00:00,2017-09-01 00:00:00,0,50,160,289,622,622,0.8280250000000003,3.8846153846153846,0.5874275314497952,-0.0007901460542549067,0.8924067083053471,-0.0014117234521264686,3.9996436974357663,-0.00015732471715440075,0.600246470422549,193.66666666666663,3.9213998852553065,b/t Oakdale Ave & Wellington Ave,11:30 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 11:00 pm,11:30 am - 12:00 am,11:30 am - 12:00 am,11:30 am - 12:00 am,,,,,,,,$$,Yes,Yes,No,No,No,Yes,No,Yes,Casual,Street,Full Bar,Loud,No,90%,4,2954 N Sheffield Ave,"Chicago, IL 60657"
alegrias-seafood-chicago-chicago,Alegrias Seafood Chicago,"Seafood, Mexican",$11-30,"1024 N Ashland Ave Chicago, IL 60622","West Town, Ukrainian Village","{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Android Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'No'}",1,http://alegriasseafoodchicago.com,(773) 252-7200,"{'Mon': ['10:00 am - 10:00 pm'], 'Tue': ['10:00 am - 10:00 pm'], 'Wed': ['10:00 am - 10:00 pm'], 'Thu': ['10:00 am - 10:00 pm'], 'Fri': ['10:00 am - 11:00 pm'], 'Sat': ['10:00 am - 11:00 pm'], 'Sun': ['10:00 am - 10:00 pm']}",4.0,484.0,1,2008-08-05 00:00:00,2017-08-28 00:00:00,0,61,36,41,142,186,0.7301361111111111,3.2222222222222223,0.5538671071050456,0.0008772567932049287,0.6512561044554346,-0.0002221087404340768,3.2421934997995865,0.000197726219360729,0.5360882245475267,46.6,3.7639484978540767,b/t Cortez St & Augusta Blvd,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 10:00 pm,,,,,,,,$$,Yes,Yes,Yes,No,Yes,Yes,No,No,Casual,Street,No,Average,No,90%,4,1024 N Ashland Ave,"Chicago, IL 60622"
kingston-mines-chicago,Kingston Mines,"Jazz & Blues, Bars, American (Traditional)",$11-30,"2548 N Halsted St Chicago, IL 60614 at Lill Ave","Lincoln Park, DePaul","{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Android Pay': 'No', 'Accepts Bitcoin': 'No', 'Parking': 'Street', 'Bike Parking': 'No', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Very Loud', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'No', 'Has Pool Table': 'No', 'Offers Military Discount': 'Yes'}",1,http://kingstonmines.com,(773) 477-4647,"{'Mon': ['7:30 pm - 4:00 am'], 'Tue': ['7:30 pm - 4:00 am'], 'Wed': ['7:30 pm - 4:00 am'], 'Thu': ['7:30 pm - 4:00 am'], 'Fri': ['7:00 pm - 4:00 am'], 'Sat': ['7:00 pm - 5:00 am'], 'Sun': ['6:00 pm - 4:00 am']}",4.0,462.0,1,2005-07-11 00:00:00,2017-08-29 00:00:00,0,26,22,54,132,220,0.6668699999999997,4.2,0.5502320467173225,0.002134909991953756,0.454731110466195,0.0025213442822359933,3.9494624231551514,0.0005250374836539696,0.4980608220915729,34.92307692307692,4.096916299559472,,7:30 pm - 4:00 am,7:30 pm - 4:00 am,7:30 pm - 4:00 am,7:30 pm - 4:00 am,7:00 pm - 4:00 am,7:00 pm - 5:00 am,6:00 pm - 4:00 am,,,,,,,,$$,Yes,Yes,No,No,No,Yes,No,No,Casual,Street,Full Bar,Very Loud,No,90%,4,2548 N Halsted St,"Chicago, IL 60614 at Lill Ave"
fado-irish-pub-and-restaurant-chicago-2,Fado Irish Pub & Restaurant,"Irish, Irish Pub",$11-30,"100 W Grand Ave Chicago, IL 60610","River North, Near North Side","{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Bitcoin': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Best Nights': 'Thu, Fri, Sat', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes', 'Has Pool Table': 'No'}",1,http://www.fadoirishpub.com/chicago,(312) 836-0066,"{'Mon': ['11:30 am - 2:00 am'], 'Tue': ['11:30 am - 2:00 am'], 'Wed': ['11:30 am - 2:00 am'], 'Thu': ['11:30 am - 2:00 am'], 'Fri': ['11:30 am - 3:00 am'], 'Sat': ['8:00 am - 3:00 am'], 'Sun': ['8:00 am - 2:00 am']}",4.0,561.0,1,2005-07-29 00:00:00,2017-08-31 00:00:00,0,29,31,84,233,171,0.7518642857142855,4.428571428571429,0.5697372783741832,-0.001545424757900526,0.8871441457719352,-0.003320981658761152,4.719275930200842,0.0004290646027227161,0.5321788019001339,42.153846153846146,3.8868613138686134,b/t La Salle Dr & Clark St,11:30 am - 2:00 am,11:30 am - 2:00 am,11:30 am - 2:00 am,11:30 am - 2:00 am,11:30 am - 3:00 am,8:00 am - 3:00 am,8:00 am - 2:00 am,,,,,,,,$$,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Casual,"Valet, Street",Full Bar,Average,Free,90%,4,100 W Grand Ave,"Chicago, IL 60610"
house-of-hunan-chicago,House of Hunan,"Chinese, Thai",Under $10,"444 W Fullerton Pkwy Chicago, IL 60614",Lincoln Park,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'No', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Quiet', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'Yes'}",1,,(773) 929-3212,"{'Mon': ['11:00 am - 10:00 pm'], 'Tue': ['11:00 am - 10:00 pm'], 'Wed': ['11:00 am - 10:00 pm'], 'Thu': ['11:00 am - 10:00 pm'], 'Fri': ['11:00 am - 10:30 pm'], 'Sat': ['11:00 am - 10:30 pm'], 'Sun': ['12:00 pm - 10:00 pm']}",3.0,212.0,0,2006-02-26 00:00:00,2017-08-29 00:00:00,0,41,24,31,67,46,-0.0696166666666666,2.1666666666666665,0.5287320900199689,-0.015311212351303468,0.9562345608706656,-0.024297646165527712,3.794608959757024,0.0004789338921664457,0.496643519244817,17.416666666666668,3.253588516746412,b/t Lakeview Ave & Clark St,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:00 pm,11:00 am - 10:30 pm,11:00 am - 10:30 pm,12:00 pm - 10:00 pm,,,,,,,,$,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Casual,Street,Full Bar,Quiet,No,90%,3,444 W Fullerton Pkwy,"Chicago, IL 60614"
urban-union-chicago,Urban Union,"American (New), Seafood",$31-60,"1421 W Taylor St Chicago, IL 60607",University Village,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Trendy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'Yes'}",1,http://www.urbanunionchicago.com,(312) 929-4302,{},3.5,108.0,1,2012-01-27 00:00:00,2013-08-02 00:00:00,1,12,10,9,31,42,0.796477142857143,3.628571428571429,0.5233514403649675,-0.0003922939063181845,0.8316715104525456,-0.0011499584203578325,3.7317391268549596,-0.00010421141580122023,0.5327006930968484,52.0,3.7788461538461537,b/t Loomis St & Bishop St,,,,,,,,,,,,,,,$$$,Yes,Yes,No,Yes,No,,No,No,Casual,Street,Full Bar,Average,No,90%,3-half,1421 W Taylor St,"Chicago, IL 60607"
star-grill-chicago,Star Grill,American (Traditional),Under $10,"1215 W Devon Ave Chicago, IL 60660",Edgewater,"{'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'No'}",1,,(773) 262-1333,"{'Mon': ['12:00 pm - 12:00 am'], 'Tue': ['12:00 pm - 3:00 am'], 'Wed': ['12:00 pm - 3:00 am'], 'Thu': ['12:00 pm - 3:30 am'], 'Fri': ['12:00 pm - 4:00 am'], 'Sat': ['3:00 pm - 4:00 am'], 'Sun': ['5:00 pm - 2:00 am']}",3.5,35.0,0,2009-05-08 00:00:00,2017-06-10 00:00:00,0,7,1,7,9,8,,,,0.0,,0.0,,0.0,,4.0,3.3125,b/t Broadway St & Sheridan Rd,12:00 pm - 12:00 am,12:00 pm - 3:00 am,12:00 pm - 3:00 am,12:00 pm - 3:30 am,12:00 pm - 4:00 am,3:00 pm - 4:00 am,5:00 pm - 2:00 am,,,,,,,,$,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Casual,Street,No,Average,No,90%,3-half,1215 W Devon Ave,"Chicago, IL 60660"
weber-grill-restaurant-chicago,Weber Grill Restaurant,"Barbeque, Steakhouses",$11-30,"539 N State St Chicago, IL 60654",Near North Side,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Accepts Android Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Garage, Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes'}",1,https://www.webergrillrestaurant.com,(312) 467-9696,"{'Mon': ['6:30 am - 10:00 am', '11:00 am - 11:00 pm'], 'Tue': ['6:30 am - 10:00 am', '11:00 am - 11:00 pm'], 'Wed': ['6:30 am - 10:00 am', '11:00 am - 11:00 pm'], 'Thu': ['6:30 am - 10:00 am', '11:00 am - 11:00 pm'], 'Fri': ['6:30 am - 10:00 am', '11:00 am - 12:00 am'], 'Sat': ['6:30 am - 11:00 am', '11:30 am - 12:00 am'], 'Sun': ['6:30 am - 11:00 am', '11:30 am - 11:00 pm']}",3.5,1206.0,1,2005-07-18 00:00:00,2017-08-24 00:00:00,0,203,326,478,822,478,0.6031874999999999,3.571428571428572,0.5714568615972834,-0.00218121880001514,0.8008215034156575,-0.0007395551967021058,3.638437554786902,-0.0002818357792595196,0.5969931963109049,177.46153846153842,3.4534026874729085,,6:30 am - 10:00 am,6:30 am - 10:00 am,6:30 am - 10:00 am,6:30 am - 10:00 am,6:30 am - 10:00 am,6:30 am - 11:00 am,6:30 am - 11:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:30 am - 12:00 am,11:30 am - 11:00 pm,$$,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Casual,"Valet, Garage, Street",Full Bar,Average,Free,90%,3-half,539 N State St,"Chicago, IL 60654"
les-pho-chicago,Le’s Pho,Vietnamese,Under $10,"4925 N Broadway Ste G Chicago, IL 60640",Uptown,"{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Android Pay': 'No', 'Good For': 'Brunch, Lunch, Dinner', 'Parking': 'Private Lot', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes'}",0,,(773) 784-8723,"{'Mon': ['8:00 am - 9:00 pm'], 'Tue': ['8:00 am - 9:00 pm'], 'Wed': ['8:00 am - 9:00 pm'], 'Thu': ['8:00 am - 9:00 pm'], 'Fri': ['8:00 am - 9:00 pm'], 'Sat': ['8:00 am - 9:30 pm'], 'Sun': ['8:00 am - 9:00 pm']}",3.5,216.0,0,2008-05-12 00:00:00,2017-08-21 00:00:00,0,18,27,42,68,54,0.52894,3.733333333333333,0.5816817833535225,-0.004401791422822766,0.7719188865398168,-0.003784048778993165,3.942212825933756,0.0001105143499530174,0.575581391236116,20.9,3.5406698564593304,b/t Ainslie St & Argyle St,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:30 pm,8:00 am - 9:00 pm,,,,,,,,$,Yes,Yes,Yes,No,No,Yes,No,Yes,Casual,Private Lot,No,Average,Free,90%,3-half,4925 N Broadway Ste G,"Chicago, IL 60640"
mellos-carry-out-chicago,Mellos Carry Out,"Greek, Burgers, Salad",Under $10,"2100 N Clark St Chicago, IL 60614 at Dickens Ave",Lincoln Park,"{'Takes Reservations': 'No', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'No', 'Attire': 'Casual', 'Ambience': 'Divey', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'Yes', 'Gender Neutral Restrooms': 'Yes'}",1,http://www.melloscarryout.com,(773) 296-9600,"{'Mon': ['9:00 am - 8:45 pm'], 'Tue': ['9:00 am - 8:45 pm'], 'Wed': ['9:00 am - 8:45 pm'], 'Thu': ['9:00 am - 8:45 pm'], 'Fri': ['9:00 am - 8:45 pm'], 'Sat': ['9:00 am - 8:45 pm'], 'Sun': ['9:00 am - 7:45 pm']}",3.0,86.0,1,2005-08-12 00:00:00,2017-07-15 00:00:00,0,19,5,12,27,17,0.2146375,3.0,0.6454979307888791,-0.0027557137641475,0.3858362175976634,-0.0073992941462821,3.459681148837776,-0.0033632582625873807,0.8544403503521201,6.153846153846153,3.225,,9:00 am - 8:45 pm,9:00 am - 8:45 pm,9:00 am - 8:45 pm,9:00 am - 8:45 pm,9:00 am - 8:45 pm,9:00 am - 8:45 pm,9:00 am - 7:45 pm,,,,,,,,$,Yes,No,Yes,No,No,Yes,Yes,Yes,Casual,Street,No,Average,No,90%,3,2100 N Clark St,"Chicago, IL 60614 at Dickens Ave"
